{song_name:U + Ur Hand,artist_name:Perry Como3,playlist_name:playlist_6,author_id:400}
{song_name:Fine Line,artist_name:Inna2,playlist_name:playlist_6,author_id:220}
{song_name:Footprints,artist_name:Nelly Furtado2,playlist_name:playlist_6,author_id:711}
{song_name:I Don't Want You,artist_name:Black Sabbath2,playlist_name:playlist_6,author_id:940}
{song_name:DJ Got Us Fallin' In Love,artist_name:Anastacia3,playlist_name:playlist_6,author_id:545}
{song_name:I Don't Want You,artist_name:Moby1,playlist_name:playlist_6,author_id:482}
{song_name:Somebody That I Used To Know,artist_name:Snoop Dogg,playlist_name:playlist_6,author_id:417}
{song_name:Salt,artist_name:The Rolling Stones2,playlist_name:playlist_6,author_id:610}
{song_name:We Can Come Together,artist_name:ZZ Top3,playlist_name:playlist_6,author_id:328}
{song_name:Frozen,artist_name:Judas Priest2,playlist_name:playlist_7,author_id:413}
{song_name:Summertime Shootout,artist_name:George Michael4,playlist_name:playlist_7,author_id:936}
{song_name:Industry Baby,artist_name:Linked Horizon3,playlist_name:playlist_7,author_id:129}
{song_name:What About Us,artist_name:Powerwolf2,playlist_name:playlist_7,author_id:512}
{song_name:Uno,artist_name:Benny Benassi1,playlist_name:playlist_7,author_id:70}
{song_name:A Million On My Soul,artist_name:Blackpink,playlist_name:playlist_7,author_id:518}
{song_name:Strange Effect,artist_name:Aerosmith3,playlist_name:playlist_7,author_id:763}
{song_name:Ben,artist_name:The Clash,playlist_name:playlist_7,author_id:641}
{song_name:Pain,artist_name:One Direction,playlist_name:playlist_7,author_id:447}
{song_name:Space Melody,artist_name:AC/DC3,playlist_name:playlist_7,author_id:9}
{song_name:When My Blue Moon Turns To Gold Again,artist_name:System Of A Down1,playlist_name:playlist_8,author_id:6}
{song_name:Cure (reimagined),artist_name:Black Sabbath3,playlist_name:playlist_8,author_id:554}
{song_name:Pain,artist_name:Sade2,playlist_name:playlist_8,author_id:504}
{song_name:Throne,artist_name:The Weeknd1,playlist_name:playlist_8,author_id:669}
{song_name:Jealousy jealousy,artist_name:Ozzy Osbourne4,playlist_name:playlist_8,author_id:260}
{song_name:I Love You I Hate You,artist_name:Enter Shikari3,playlist_name:playlist_9,author_id:683}
{song_name:To Better Days,artist_name:Too Close To Touch1,playlist_name:playlist_9,author_id:24}
{song_name:Fountains,artist_name:Haddaway4,playlist_name:playlist_9,author_id:691}
{song_name:Whenever Wherever,artist_name:Pop Evil,playlist_name:playlist_10,author_id:861}
{song_name:Ily,artist_name:Nickelback2,playlist_name:playlist_10,author_id:284}
{song_name:Don't Speak,artist_name:Scorpions2,playlist_name:playlist_10,author_id:252}
{song_name:Salt,artist_name:Lisa1,playlist_name:playlist_10,author_id:833}
{song_name:Get Lucky,artist_name:Ariana Grande,playlist_name:playlist_10,author_id:584}
{song_name:Friday,artist_name:The Neighbourhood2,playlist_name:playlist_10,author_id:592}
{song_name:Love On The Brain,artist_name:Panic! At The Disco,playlist_name:playlist_10,author_id:696}
{song_name:Dance Monkey,artist_name:Calvin Harris3,playlist_name:playlist_10,author_id:95}
{song_name:Fly Away,artist_name:Lisa3,playlist_name:playlist_11,author_id:914}
{song_name:Smells Like Teen Spirit,artist_name:I Prevail1,playlist_name:playlist_11,author_id:583}
{song_name:AIN’T SO,artist_name:Myriam Fares3,playlist_name:playlist_11,author_id:573}
{song_name:Out Out,artist_name:Paramore,playlist_name:playlist_11,author_id:181}
{song_name:Creep,artist_name:Ariana Grande,playlist_name:playlist_11,author_id:260}
{song_name:Secrets,artist_name:Asking Alexandria2,playlist_name:playlist_11,author_id:763}
{song_name:DIvision Symbols,artist_name:Paramore1,playlist_name:playlist_11,author_id:413}
{song_name:In the End,artist_name:Panic! At The Disco4,playlist_name:playlist_11,author_id:511}
{song_name:I'm Gonna Be (500 Miles),artist_name:Lana Del Ray,playlist_name:playlist_11,author_id:368}
{song_name:Heavier,artist_name:Akcent1,playlist_name:playlist_11,author_id:468}
{song_name:Gone Forever,artist_name:Hollow Front,playlist_name:playlist_11,author_id:178}
{song_name:Wannabe,artist_name:Nickelback2,playlist_name:playlist_11,author_id:236}
{song_name:Body Moves,artist_name:Slipknot3,playlist_name:playlist_12,author_id:176}
{song_name:Conga,artist_name:The Rasmus2,playlist_name:playlist_12,author_id:449}
{song_name:Come Together,artist_name:Travis Scott,playlist_name:playlist_12,author_id:988}
{song_name:I Miss the Misery,artist_name:Nerv1,playlist_name:playlist_12,author_id:480}
{song_name:Tesla,artist_name:Lady Gaga2,playlist_name:playlist_12,author_id:175}
{song_name:Morrow,artist_name:Arctic Monkeys2,playlist_name:playlist_12,author_id:864}
{song_name:One Step Closer,artist_name:Maroon 53,playlist_name:playlist_12,author_id:807}
{song_name:Weekend,artist_name:Michael Jackson3,playlist_name:playlist_12,author_id:773}
{song_name:You Don't Know,artist_name:Disturbed,playlist_name:playlist_12,author_id:735}
{song_name:Clean Again,artist_name:Eric Clapton2,playlist_name:playlist_12,author_id:434}
{song_name:Dark Red,artist_name:James Taylor,playlist_name:playlist_12,author_id:389}
{song_name:Somewhere I Belong,artist_name:Backstreet Boy,playlist_name:playlist_12,author_id:901}
{song_name:Lost in Echoes,artist_name:Scorpions,playlist_name:playlist_13,author_id:493}
{song_name:Strange Effect,artist_name:Caskets1,playlist_name:playlist_13,author_id:54}
{song_name:Chalk Outline,artist_name:Dj Aligator3,playlist_name:playlist_13,author_id:585}
{song_name:Slepptalk,artist_name:Ice Mc3,playlist_name:playlist_13,author_id:469}
{song_name:Skate,artist_name:Starset1,playlist_name:playlist_13,author_id:75}
{song_name:Take A Chance On Me,artist_name:Ava Max2,playlist_name:playlist_14,author_id:488}
{song_name:Space Melody,artist_name:Madonna2,playlist_name:playlist_14,author_id:501}
{song_name:My Head and My Heart,artist_name:Celine Dion2,playlist_name:playlist_14,author_id:375}
{song_name:Lovely,artist_name:Slaves2,playlist_name:playlist_14,author_id:523}
{song_name:Like a Shadow,artist_name:Moby1,playlist_name:playlist_14,author_id:717}
{song_name:Throne,artist_name:Hurts2,playlist_name:playlist_14,author_id:637}
{song_name:Runaway Baby,artist_name:Валерий Меладзе2,playlist_name:playlist_14,author_id:731}
{song_name:Stay,artist_name:Hurts,playlist_name:playlist_14,author_id:397}
{song_name:One Step Closer,artist_name:Slaves1,playlist_name:playlist_15,author_id:467}
{song_name:Bang Bang,artist_name:Picturesque3,playlist_name:playlist_15,author_id:782}
{song_name:On The Ground,artist_name:George Strait4,playlist_name:playlist_15,author_id:912}
{song_name:Space Melody,artist_name:The Smiths1,playlist_name:playlist_15,author_id:997}
{song_name:The Business,artist_name:Asking Alexandria4,playlist_name:playlist_15,author_id:218}
{song_name:Habits,artist_name:Cardi B1,playlist_name:playlist_15,author_id:622}
{song_name:Hello,artist_name:The Beatles2,playlist_name:playlist_15,author_id:928}
{song_name:Nirvana,artist_name:Nerv3,playlist_name:playlist_15,author_id:839}
{song_name:I Want You,artist_name:Falling In Reverse4,playlist_name:playlist_16,author_id:236}
{song_name:Just for me,artist_name:Arcaeus,playlist_name:playlist_16,author_id:684}
{song_name:The Magic Key,artist_name:System of a Down1,playlist_name:playlist_16,author_id:107}
{song_name:Monster (reimagined),artist_name:The Rolling Stones1,playlist_name:playlist_17,author_id:238}
{song_name:Bleeding Out,artist_name:Scorpions3,playlist_name:playlist_17,author_id:982}
{song_name:Experience,artist_name:Evan Band4,playlist_name:playlist_17,author_id:406}
{song_name:Footprints,artist_name:I Prevail you,playlist_name:playlist_17,author_id:362}
{song_name:Like I Do,artist_name:Bring Me The Horizon1,playlist_name:playlist_17,author_id:931}
{song_name:Fire In The Sky,artist_name:Ed Sheeran4,playlist_name:playlist_17,author_id:407}
{song_name:Chalk Outline,artist_name:Bryan Adams4,playlist_name:playlist_18,author_id:273}
{song_name:Young Folks,artist_name:Skillet3,playlist_name:playlist_18,author_id:274}
{song_name:Roses,artist_name:Paramore,playlist_name:playlist_18,author_id:740}
{song_name:My Head and My Heart,artist_name:DMX,playlist_name:playlist_18,author_id:622}
{song_name:Head & Heart,artist_name:Cardi B2,playlist_name:playlist_18,author_id:385}
{song_name:You Don't Know,artist_name:Sam Smith,playlist_name:playlist_18,author_id:971}
{song_name:Violent Pornography,artist_name:Nancy Ajram2,playlist_name:playlist_18,author_id:473}
{song_name:Devil town,artist_name:The Offspring,playlist_name:playlist_18,author_id:685}
{song_name:Forgotten,artist_name:Dayseeker1,playlist_name:playlist_18,author_id:761}
{song_name:How Can I Make It OK?,artist_name:Selena Gomez,playlist_name:playlist_18,author_id:32}
{song_name:Dynamite,artist_name:Backstreet Boy2,playlist_name:playlist_18,author_id:233}
{song_name:Flashbacks,artist_name:Prince4,playlist_name:playlist_19,author_id:673}
{song_name:TRASH CANDY,artist_name:Eric Clapton2,playlist_name:playlist_19,author_id:410}
{song_name:Weekend,artist_name:K-Maro4,playlist_name:playlist_19,author_id:700}
{song_name:Forgotten,artist_name:Xcho4,playlist_name:playlist_19,author_id:724}
{song_name:INDUSTRY BABY,artist_name:Bon Jovi3,playlist_name:playlist_19,author_id:750}
{song_name:Black Magic,artist_name:Zero Horizon1,playlist_name:playlist_20,author_id:977}
{song_name:Clash,artist_name:Lian Ross2,playlist_name:playlist_20,author_id:731}
{song_name:U + Ur Hand,artist_name:K-Maro3,playlist_name:playlist_20,author_id:307}
{song_name:Livin' In A World Without You,artist_name:Snoop Dogg,playlist_name:playlist_20,author_id:618}
{song_name:Aerials,artist_name:Måneskin1,playlist_name:playlist_20,author_id:536}
{song_name:Dynamite,artist_name:Manowar2,playlist_name:playlist_21,author_id:647}
{song_name:Anchor,artist_name:Neil Young2,playlist_name:playlist_21,author_id:263}
{song_name:Breathe,artist_name:Nelly Furtado2,playlist_name:playlist_21,author_id:328}
{song_name:Cut Me Loose,artist_name:Ghostemane3,playlist_name:playlist_21,author_id:790}
{song_name:Secrets,artist_name:Manowar2,playlist_name:playlist_21,author_id:654}
{song_name:Hall of Fame,artist_name:Bob Dylan3,playlist_name:playlist_21,author_id:877}
{song_name:Techno Disco,artist_name:Sex Pistols1,playlist_name:playlist_21,author_id:834}
{song_name:She's Wild,artist_name:Coldplay3,playlist_name:playlist_21,author_id:415}
{song_name:Oh My Darling,artist_name:Cardi B,playlist_name:playlist_21,author_id:842}
{song_name:Come Together,artist_name:Black Sabbath1,playlist_name:playlist_22,author_id:568}
{song_name:DIvision Symbols,artist_name:LP3,playlist_name:playlist_22,author_id:280}
{song_name:On The Ground,artist_name:Iron Maiden4,playlist_name:playlist_22,author_id:6}
{song_name:Montero (Call Me By Your Name),artist_name:Madonna2,playlist_name:playlist_22,author_id:178}
{song_name:Love Or Lust,artist_name:Space4,playlist_name:playlist_22,author_id:359}
{song_name:Love All,artist_name:Nirvana2,playlist_name:playlist_22,author_id:245}
{song_name:The Funeral,artist_name:Eric Clapton4,playlist_name:playlist_22,author_id:657}
{song_name:La Grenade,artist_name:Hurts2,playlist_name:playlist_22,author_id:865}
{song_name:Leck,artist_name:Anastacia,playlist_name:playlist_22,author_id:663}
{song_name:We Are Little Big,artist_name:Mustafa Sandal3,playlist_name:playlist_22,author_id:537}
{song_name:Happy,artist_name:George Strait4,playlist_name:playlist_22,author_id:106}
{song_name:fleabag,artist_name:Deep Purple4,playlist_name:playlist_23,author_id:871}
{song_name:Young Folks,artist_name:Papa Roach,playlist_name:playlist_23,author_id:289}
{song_name:Boyz N Da Club,artist_name:Bon Jovi3,playlist_name:playlist_23,author_id:889}
{song_name:Billie (Loving Arms),artist_name:George Michael2,playlist_name:playlist_23,author_id:931}
{song_name:Don't be so shy,artist_name:Panic! At The Disco2,playlist_name:playlist_23,author_id:906}
{song_name:Mona Lisa,artist_name:Madonna3,playlist_name:playlist_23,author_id:172}
{song_name:Tell Me Something Good (Mixed),artist_name:Marilyn Manson2,playlist_name:playlist_23,author_id:524}
{song_name:Are You Lonesome Tonight?,artist_name:Whitney Houston,playlist_name:playlist_23,author_id:612}
{song_name:Mona Lisa,artist_name:Avril Lavigne,playlist_name:playlist_23,author_id:23}
{song_name:Wannabe,artist_name:System Of A Down4,playlist_name:playlist_23,author_id:952}
{song_name:If You Really Love Me (How Will I Know),artist_name:ZZ Top4,playlist_name:playlist_23,author_id:644}
{song_name:Numb,artist_name:Fall Out Boy1,playlist_name:playlist_23,author_id:520}
{song_name:Bad Habits,artist_name:Two Direction,playlist_name:playlist_24,author_id:613}
{song_name:Better Days,artist_name:Nerv4,playlist_name:playlist_24,author_id:352}
{song_name:Stupid Feelings,artist_name:Benny Benassi2,playlist_name:playlist_24,author_id:803}
{song_name:Rolling In The Deep,artist_name:Imany,playlist_name:playlist_24,author_id:709}
{song_name:Touch OFF,artist_name:Normandie4,playlist_name:playlist_24,author_id:211}
{song_name:Wid It,artist_name:Escape,playlist_name:playlist_25,author_id:580}
{song_name:Kiss My (Uh Oh),artist_name:Florence + the Machine1,playlist_name:playlist_25,author_id:594}
{song_name:Summer Of Love,artist_name:Armin van Buuren4,playlist_name:playlist_25,author_id:613}
{song_name:FLY HIGH!!!,artist_name:Beyonce,playlist_name:playlist_25,author_id:872}
{song_name:Diamonds,artist_name:Two Direction,playlist_name:playlist_26,author_id:179}
{song_name:Numb,artist_name:Elton John2,playlist_name:playlist_26,author_id:187}
{song_name:Happy,artist_name:Whitney Houston4,playlist_name:playlist_26,author_id:745}
{song_name:Don't shut me down,artist_name:The World Alive,playlist_name:playlist_26,author_id:510}
{song_name:If You Really Love Me (How Will I Know),artist_name:Pink4,playlist_name:playlist_26,author_id:844}
{song_name:Black Lungs,artist_name:Rihanna,playlist_name:playlist_27,author_id:282}
{song_name:Harleys In Hawaii,artist_name:My Chemical Romance2,playlist_name:playlist_27,author_id:376}
{song_name:Bad Habits,artist_name:LP4,playlist_name:playlist_27,author_id:495}
{song_name:Kingston Town,artist_name:Machine Gun Kelly1,playlist_name:playlist_27,author_id:821}
{song_name:BURN IT DOWN,artist_name:Twenty One Pilots1,playlist_name:playlist_27,author_id:466}
{song_name:Pump Up The Jam,artist_name:Beyonce,playlist_name:playlist_27,author_id:884}
{song_name:Understand Your Man,artist_name:Pitbull4,playlist_name:playlist_27,author_id:422}
{song_name:Kaikai Kitan,artist_name:Van Morrison1,playlist_name:playlist_28,author_id:845}
{song_name:Just Like Fire,artist_name:Stray Kids3,playlist_name:playlist_28,author_id:63}
{song_name:Mona Lisa,artist_name:Placebo3,playlist_name:playlist_28,author_id:180}
{song_name:drivers license,artist_name:Annisokay,playlist_name:playlist_28,author_id:959}
{song_name:Alone (Alternative Mix),artist_name:Asking Alexandria2,playlist_name:playlist_28,author_id:143}
{song_name:Bad Romance,artist_name:Lana Del Ray3,playlist_name:playlist_28,author_id:542}
{song_name:Seven Nation Army,artist_name:Korn2,playlist_name:playlist_28,author_id:821}
{song_name:Throne,artist_name:Rafet El Roman4,playlist_name:playlist_28,author_id:516}
{song_name:In The Shadows,artist_name:ZZ Top,playlist_name:playlist_29,author_id:408}
{song_name:Levitating,artist_name:Armin van Buuren3,playlist_name:playlist_29,author_id:623}
{song_name:Summer Of Love,artist_name:Enter Shikari4,playlist_name:playlist_29,author_id:974}
{song_name:Money Money Money,artist_name:James Taylor,playlist_name:playlist_29,author_id:256}
{song_name:Promises,artist_name:UVERworld1,playlist_name:playlist_30,author_id:416}
{song_name:With You,artist_name:The Beach Boys3,playlist_name:playlist_30,author_id:388}
{song_name:Wid It,artist_name:Marilyn Manson1,playlist_name:playlist_30,author_id:851}
{song_name:Bury a Lie,artist_name:A Day To Remember2,playlist_name:playlist_30,author_id:39}
{song_name:Body Moves,artist_name:One Direction2,playlist_name:playlist_31,author_id:8}
{song_name:Out Out,artist_name:Placebo3,playlist_name:playlist_31,author_id:794}
{song_name:Us,artist_name:Plazma2,playlist_name:playlist_31,author_id:837}
{song_name:If It's Love,artist_name:Haddaway4,playlist_name:playlist_31,author_id:145}
{song_name:Firework,artist_name:Avril Lavigne1,playlist_name:playlist_31,author_id:454}
{song_name:Freed From Desire,artist_name:Marilyn Manson4,playlist_name:playlist_32,author_id:478}
{song_name:The Funeral,artist_name:Normandie1,playlist_name:playlist_32,author_id:529}
{song_name:I Want It All,artist_name:Akon3,playlist_name:playlist_32,author_id:709}
{song_name:Techno Disco,artist_name:Madonna4,playlist_name:playlist_32,author_id:175}
{song_name:Psycho,artist_name:A Day To Remember1,playlist_name:playlist_32,author_id:717}
{song_name:Somewhere Only We Know,artist_name:Halsey1,playlist_name:playlist_32,author_id:228}
{song_name:Bury a Lie,artist_name:Reba McEntire,playlist_name:playlist_32,author_id:118}
{song_name:Diablo,artist_name:Korn2,playlist_name:playlist_32,author_id:353}
{song_name:A Million On My Soul,artist_name:Evan Band4,playlist_name:playlist_32,author_id:241}
{song_name:Frozen,artist_name:Alizee,playlist_name:playlist_33,author_id:119}
{song_name:LightHouse,artist_name:Calvin Harris,playlist_name:playlist_33,author_id:195}
{song_name:I'm a Pop,artist_name:The Clash2,playlist_name:playlist_33,author_id:32}
{song_name:Million To One,artist_name:George Michael3,playlist_name:playlist_34,author_id:572}
{song_name:traitor,artist_name:System Of A Down2,playlist_name:playlist_34,author_id:923}
{song_name:Impossible,artist_name:The Killers1,playlist_name:playlist_34,author_id:391}
{song_name:Save Your Tears,artist_name:Black Eyed Peas3,playlist_name:playlist_34,author_id:754}
{song_name:Am I Wrong,artist_name:The Beach Boys4,playlist_name:playlist_35,author_id:33}
{song_name:fleabag,artist_name:Sting4,playlist_name:playlist_35,author_id:601}
{song_name:Shut Up and Dance,artist_name:Caskets3,playlist_name:playlist_35,author_id:367}
{song_name:Surviving The Game,artist_name:Deep Purple4,playlist_name:playlist_35,author_id:876}
{song_name:Wid It,artist_name:Prince3,playlist_name:playlist_35,author_id:915}
{song_name:Smells Like Teen Spirit,artist_name:Our Last Night2,playlist_name:playlist_35,author_id:115}
{song_name:Black Magic,artist_name:ATB1,playlist_name:playlist_35,author_id:422}
{song_name:The Windmills Of Your Mind,artist_name:Dayseeker3,playlist_name:playlist_35,author_id:579}
{song_name:Time of Dying,artist_name:Måneskin,playlist_name:playlist_35,author_id:669}
{song_name:Love Tonight,artist_name:Benny Benassi,playlist_name:playlist_36,author_id:490}
{song_name:No Twerk,artist_name:Akcent,playlist_name:playlist_36,author_id:72}
{song_name:Leave Before You Love Me,artist_name:Rammstein4,playlist_name:playlist_36,author_id:215}
{song_name:Believe Me,artist_name:AC/DC3,playlist_name:playlist_36,author_id:576}
{song_name:No Twerk,artist_name:Bush,playlist_name:playlist_36,author_id:572}
{song_name:ocean view,artist_name:Machine Gun Kelly4,playlist_name:playlist_37,author_id:121}
{song_name:Why Do You Lie To Me,artist_name:Валерий Меладзе1,playlist_name:playlist_37,author_id:995}
{song_name:Kaikai Kitan,artist_name:Amy Winehouse1,playlist_name:playlist_37,author_id:388}
{song_name:Woo Baby,artist_name:Halsey,playlist_name:playlist_37,author_id:322}
{song_name:Wrecked,artist_name:Anastacia1,playlist_name:playlist_37,author_id:634}
{song_name:Walking The Wire,artist_name:Arash,playlist_name:playlist_37,author_id:302}
{song_name:Hands Up,artist_name:Starset2,playlist_name:playlist_38,author_id:425}
{song_name:Therefore I Am,artist_name:Twenty One Pilots1,playlist_name:playlist_38,author_id:701}
{song_name:I Want It All,artist_name:Nelly Furtado1,playlist_name:playlist_38,author_id:811}
{song_name:Summertime Sadness,artist_name:Benny Benassi,playlist_name:playlist_38,author_id:499}
{song_name:Love The Way You Lie (feat. Rihanna),artist_name:Нервы1,playlist_name:playlist_39,author_id:892}
{song_name:If It's Love,artist_name:David Bowie2,playlist_name:playlist_39,author_id:966}
{song_name:INDUSTRY BABY,artist_name:Muse,playlist_name:playlist_39,author_id:264}
{song_name:My Heart Goes (La Di Da),artist_name:Kiss,playlist_name:playlist_39,author_id:883}
{song_name:A Million On My Soul,artist_name:Iron Maiden3,playlist_name:playlist_39,author_id:73}
{song_name:You Don't Know,artist_name:Evan Band1,playlist_name:playlist_39,author_id:834}
{song_name:Love Tonight,artist_name:Lisa3,playlist_name:playlist_39,author_id:295}
{song_name:One Step Closer,artist_name:Imany,playlist_name:playlist_40,author_id:456}
{song_name:Ily,artist_name:George Michael,playlist_name:playlist_40,author_id:202}
{song_name:Leave Before You Love Me,artist_name:Prince4,playlist_name:playlist_40,author_id:396}
{song_name:Take me to church,artist_name:Space3,playlist_name:playlist_40,author_id:310}
{song_name:Body Moves,artist_name:The Rolling Stones4,playlist_name:playlist_40,author_id:256}
{song_name:I Gotta Be Me,artist_name:Doja dog,playlist_name:playlist_40,author_id:702}
{song_name:Creep,artist_name:Inna1,playlist_name:playlist_40,author_id:843}
{song_name:Girlfriend,artist_name:Enya3,playlist_name:playlist_40,author_id:880}
{song_name:Weekend,artist_name:Bring Me The Horizon1,playlist_name:playlist_41,author_id:812}
{song_name:My Life Is Going On,artist_name:The Offspring,playlist_name:playlist_41,author_id:625}
{song_name:Animals,artist_name:Hands Like Houses1,playlist_name:playlist_41,author_id:628}
{song_name:Believe Me,artist_name:Korn,playlist_name:playlist_41,author_id:43}
{song_name:We Can Come Together,artist_name:Lian Ross4,playlist_name:playlist_41,author_id:542}
{song_name:Fair Trade,artist_name:Gorillaz,playlist_name:playlist_41,author_id:170}
{song_name:Lullaby,artist_name:Måneskin3,playlist_name:playlist_41,author_id:817}
{song_name:Good 4 U,artist_name:Ava Max,playlist_name:playlist_41,author_id:644}
{song_name:Risk It All,artist_name:Sam Smith,playlist_name:playlist_41,author_id:290}
{song_name:Kaikai Kitan,artist_name:Maroon 51,playlist_name:playlist_42,author_id:380}
{song_name:All I Know So Far,artist_name:Oasis4,playlist_name:playlist_42,author_id:921}
{song_name:Young Folks,artist_name:Jennifer Lopez2,playlist_name:playlist_42,author_id:630}
{song_name:One Night,artist_name:Akcent1,playlist_name:playlist_42,author_id:627}
{song_name:One Step Closer,artist_name:I See Stars3,playlist_name:playlist_42,author_id:206}
{song_name:Space Melody,artist_name:Crown The Empire,playlist_name:playlist_42,author_id:789}
{song_name:Summertime Shootout,artist_name:Dua Lipa3,playlist_name:playlist_42,author_id:986}
{song_name:Fly Away,artist_name:Sting3,playlist_name:playlist_43,author_id:719}
{song_name:Space Melody,artist_name:Johnny Cash,playlist_name:playlist_43,author_id:911}
{song_name:Back In The U.S.S.R.,artist_name:Ava Max4,playlist_name:playlist_43,author_id:650}
{song_name:Jealousy jealousy,artist_name:Ariana Grande3,playlist_name:playlist_43,author_id:309}
{song_name:Tesla,artist_name:Oasis3,playlist_name:playlist_43,author_id:593}
{song_name:Animals,artist_name:Aerosmith2,playlist_name:playlist_43,author_id:63}
{song_name:found & lost,artist_name:Dayseeker3,playlist_name:playlist_43,author_id:662}
{song_name:Diamonds,artist_name:Aerosmith4,playlist_name:playlist_43,author_id:517}
{song_name:Gyalis,artist_name:Michael Jackson4,playlist_name:playlist_43,author_id:778}
{song_name:Talk to a Friend,artist_name:Glass Tides3,playlist_name:playlist_43,author_id:65}
{song_name:Believer,artist_name:Pitbull,playlist_name:playlist_44,author_id:423}
{song_name:Talk to a Friend,artist_name:Lana Del Ray2,playlist_name:playlist_44,author_id:909}
{song_name:Don't Stop The Music,artist_name:Armin van Buuren,playlist_name:playlist_44,author_id:407}
{song_name:Follow You,artist_name:Fall Out Boy,playlist_name:playlist_44,author_id:764}
{song_name:Surviving The Game,artist_name:The Beatles4,playlist_name:playlist_44,author_id:473}
{song_name:Sweater weather,artist_name:Slaves1,playlist_name:playlist_44,author_id:130}
{song_name:Roses,artist_name:James Taylor,playlist_name:playlist_44,author_id:699}
{song_name:Are You Lonesome Tonight?,artist_name:Lisa1,playlist_name:playlist_44,author_id:621}
{song_name:Kiss My (Uh Oh),artist_name:Blur4,playlist_name:playlist_44,author_id:381}
{song_name:Fire In The Sky,artist_name:Too Close To Touch4,playlist_name:playlist_44,author_id:354}
{song_name:We Are Little Big,artist_name:Bring Me The Horizon4,playlist_name:playlist_45,author_id:717}
{song_name:Talk to a Friend,artist_name:Doja Cat,playlist_name:playlist_45,author_id:189}
{song_name:Time of Dying,artist_name:Asking Alexandria1,playlist_name:playlist_45,author_id:358}
{song_name:Tell Me Something Good (Mixed),artist_name:Moby2,playlist_name:playlist_45,author_id:812}
{song_name:First In Line,artist_name:Machine Gun Kelly,playlist_name:playlist_45,author_id:276}
{song_name:Holding Me Down,artist_name:Bryan Adams4,playlist_name:playlist_45,author_id:816}
{song_name:If It's Love,artist_name:Royal Blood,playlist_name:playlist_45,author_id:45}
{song_name:Industry Baby,artist_name:Limp Bizkit4,playlist_name:playlist_45,author_id:921}
{song_name:The Windmills Of Your Mind,artist_name:Nickelback4,playlist_name:playlist_45,author_id:709}
{song_name:Fine Line,artist_name:Black Veil Brides3,playlist_name:playlist_45,author_id:844}
